동,호,타입,대지비,건축비,부가가치세,분양가,1차계약금,1차계약금,중도금1회,중도금2회,중도금3회,중도금4회,중도금5회,중도금6회,잔금
104,502,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,602,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,702,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,802,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,902,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,1002,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,1102,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,1202,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,1302,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,1402,61B,0,0,0,"265,000,000","5,000,000","21,500,000",0,0,0,0,0,0,"238,500,000"
104,1502,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
104,1602,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
104,1702,61B,0,0,0,"273,000,000","5,000,000","22,300,000",0,0,0,0,0,0,"245,700,000"
104,103,61A,0,0,0,"264,000,000","5,000,000","21,400,000",0,0,0,0,0,0,"237,600,000"
104,203,61A,0,0,0,"266,000,000","5,000,000","21,600,000",0,0,0,0,0,0,"239,400,000"
104,303,61A,0,0,0,"268,000,000","5,000,000","21,800,000",0,0,0,0,0,0,"241,200,000"
104,403,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,503,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,603,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,703,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,803,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,903,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1003,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1103,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1203,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1303,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
